marathon,age,ageRand,gender,clocktime,chiptime,split_10k,split_half,split_30k,split_40k
NYC_2011,42.0,42.14,M,302.25,268.75,55.38,117.95,173.62,251.12
NYC_2011,53.0,53.97,M,329.2667,268.75,63.38,133.38,189.07,253.77
NYC_2011,37.0,37.82,F,329.05,268.75,57.58,125.72,184.58,254.4
NYC_2011,41.0,41.83,F,304.5833,268.7667,57.9,129.93,188.43,254.08
NYC_2011,25.0,25.14,F,301.2333,268.7667,64.8,135.38,191.7,255.23
NYC_2011,50.0,50.58,M,302.7,268.7667,59.05,125.98,182.18,252.12
NYC_2011,36.0,36.39,M,334.2333,268.7667,60.73,131.58,188.25,255.2
NYC_2011,45.0,45.29,F,304.1,268.7667,60.07,129.73,187.78,254.52
NYC_2011,41.0,41.67,F,301.15,268.7667,61.95,135.02,190.02,255.82
NYC_2011,48.0,48.79,M,335.0833,268.7667,60.15,126.58,181.6,253.33
NYC_2011,43.0,43.1,M,272.6667,268.7833,53.83,118.2,176.3,253.72
NYC_2011,50.0,50.1,F,273.45,268.7833,58.47,126.78,184.38,253.22
NYC_2011,27.0,27.0,M,329.65,268.7833,54.5,119.02,178.13,253.82
NYC_2011,59.0,59.28,M,300.8,268.7833,56.3,123.12,180.08,253.55
NYC_2011,48.0,48.54,M,302.3833,268.7833,58.27,122.38,180.05,254.82
NYC_2011,37.0,37.56,M,300.0167,268.8,52.65,110.22,158.75,251.37
NYC_2011,35.0,35.46,F,332.4333,268.8,60.2,127.95,188.1,254.5
NYC_2011,50.0,50.27,M,272.95,268.8,51.83,111.9,171.75,253.57
NYC_2011,49.0,49.07,F,273.4667,268.8,58.47,126.77,184.37,253.2
NYC_2011,48.0,48.19,M,331.6667,268.8,59.53,127.47,185.35,255.13
NYC_2011,29.0,29.4,F,331.8,268.8,61.1,129.0,184.92,255.05
NYC_2011,28.0,28.49,F,302.5,268.8167,60.4,129.55,186.83,254.6
NYC_2011,41.0,41.33,M,300.5333,268.8167,59.37,127.3,184.17,253.53
NYC_2011,39.0,39.8,M,301.8667,268.8167,56.95,126.38,183.88,255.13
NYC_2011,49.0,49.72,M,301.25,268.8167,60.43,129.45,185.4,253.22
NYC_2011,46.0,46.64,M,301.6833,268.8167,56.0,121.25,182.58,254.35
NYC_2011,45.0,45.05,F,333.9667,268.8167,59.82,127.77,188.6,254.27
NYC_2011,54.0,54.63,M,332.15,268.8167,56.72,120.85,178.18,255.0
NYC_2011,33.0,33.9,M,330.6833,268.8333,65.08,135.4,192.57,255.52
NYC_2011,56.0,56.98,M,272.6167,268.8333,50.38,108.63,168.93,255.03
NYC_2011,29.0,29.93,M,273.5167,268.8333,60.38,129.48,188.38,255.05
NYC_2011,47.0,47.89,M,329.75,268.8333,57.52,123.02,182.95,256.47
NYC_2011,31.0,31.06,M,299.5,268.8333,52.47,109.92,164.63,253.42
NYC_2011,41.0,41.08,F,333.6333,268.8333,63.93,135.3,192.82,257.0
NYC_2011,46.0,46.6,M,303.65,268.8333,61.07,129.22,184.95,254.47
NYC_2011,26.0,26.89,M,333.65,268.85,63.92,135.33,192.95,257.0
NYC_2011,29.0,29.99,M,302.7167,268.85,57.28,124.85,183.13,253.88
NYC_2011,22.0,22.09,F,332.1667,268.85,59.95,124.78,181.42,253.92
NYC_2011,33.0,33.35,F,303.0333,268.85,58.83,125.78,183.17,254.57
NYC_2011,44.0,44.88,F,269.3333,268.8667,56.32,122.07,180.4,253.55
NYC_2011,49.0,49.86,F,332.1667,268.8667,59.97,124.78,181.42,253.92
NYC_2011,39.0,39.43,F,302.7667,268.8667,57.8,124.6,183.53,254.15
NYC_2011,30.0,30.26,M,331.9667,268.8667,57.73,123.57,181.05,255.0
NYC_2011,57.0,57.26,M,302.8167,268.8667,59.03,126.05,182.73,255.3
NYC_2011,31.0,31.9,M,302.4,268.8667,59.55,129.15,187.45,254.32
NYC_2011,58.0,58.08,M,301.3667,268.8667,57.12,122.23,179.4,253.87
NYC_2011,47.0,47.35,M,334.15,268.8667,60.2,127.18,183.93,253.43
NYC_2011,53.0,53.52,M,304.15,268.8667,58.72,126.93,183.78,254.28
NYC_2011,29.0,29.35,F,272.9167,268.8667,55.2,121.62,182.02,254.08
NYC_2011,36.0,36.37,F,302.7667,268.8667,57.78,124.58,183.53,254.15
NYC_2011,35.0,35.13,F,329.0333,268.8833,49.2,116.98,178.48,253.83
NYC_2011,46.0,46.09,M,301.0333,268.8833,68.38,137.87,191.1,254.67
NYC_2011,32.0,32.63,M,334.1333,268.8833,63.75,133.3,188.98,254.67
NYC_2011,57.0,57.73,M,329.4333,268.8833,61.42,129.3,187.93,254.3
NYC_2011,56.0,56.17,M,302.3833,268.8833,58.93,127.33,184.83,254.12
NYC_2011,54.0,54.93,M,333.3667,268.8833,60.4,129.67,185.63,255.32
NYC_2011,39.0,39.75,F,268.8833,268.8833,0.0,0.0,0.0,0.0
NYC_2011,55.0,55.65,M,303.1833,268.8833,60.85,126.03,182.58,253.78
NYC_2011,39.0,39.43,F,303.1,268.9,61.12,133.3,187.45,253.45
NYC_2011,47.0,47.03,M,329.15,268.9,58.93,123.92,177.6,252.17
NYC_2011,29.0,29.94,M,272.4,268.9,54.02,114.3,171.0,249.1
NYC_2011,42.0,42.25,M,334.5,268.9,80.22,145.32,197.08,256.5
NYC_2011,38.0,38.24,M,303.1,268.9,61.12,133.3,187.45,254.35
NYC_2011,39.0,39.39,M,330.5333,268.9,59.93,126.82,183.62,253.67
NYC_2011,60.0,60.7,M,301.7333,268.9,58.07,124.9,181.18,253.72
NYC_2011,43.0,43.62,F,303.1167,268.9,61.12,133.3,187.43,253.45
NYC_2011,31.0,31.68,M,299.75,268.9,54.85,0.0,176.85,255.35
NYC_2011,38.0,38.85,M,332.5167,268.9167,58.33,126.1,185.95,255.12
NYC_2011,38.0,38.04,M,299.2667,268.9167,50.07,110.98,166.93,250.37
NYC_2011,42.0,42.56,M,302.35,268.9167,59.52,125.98,183.22,254.32
NYC_2011,38.0,38.45,M,329.1333,268.9167,54.55,116.35,170.55,252.0
NYC_2011,32.0,32.28,M,302.2167,268.9167,54.32,118.08,178.52,254.33
NYC_2011,36.0,36.24,F,303.1167,268.9167,61.12,133.32,187.45,253.53
NYC_2011,46.0,46.9,M,330.3833,268.9167,63.72,132.22,189.65,256.58
NYC_2011,43.0,43.47,M,329.35,268.9167,59.02,125.62,182.77,254.82
NYC_2011,28.0,28.56,M,300.9333,268.9167,54.33,117.75,177.45,253.05
NYC_2011,35.0,35.4,F,301.6,268.9333,60.35,135.48,195.57,256.28
NYC_2011,35.0,35.75,M,334.0167,268.9333,59.85,125.08,180.45,253.08
NYC_2011,30.0,30.07,F,330.1667,268.9333,60.57,131.37,189.17,254.62
NYC_2011,46.0,46.26,M,330.6833,268.9333,60.1,126.6,185.12,254.98
NYC_2011,44.0,44.09,F,334.45,268.9333,57.83,123.32,181.42,253.68
NYC_2011,41.0,41.09,M,336.0833,268.95,62.27,132.82,186.77,254.43
NYC_2011,52.0,52.73,M,329.5333,268.95,55.22,121.52,181.07,253.27
NYC_2011,35.0,35.8,M,301.2333,268.95,59.85,127.27,185.67,254.68
NYC_2011,52.0,52.46,M,299.9333,268.95,54.48,117.48,176.95,253.93
NYC_2011,33.0,33.14,M,329.05,268.95,52.68,117.68,177.0,254.1
NYC_2011,28.0,28.28,F,331.3667,268.95,62.22,131.13,188.27,255.3
NYC_2011,40.0,40.62,F,301.45,268.9667,60.58,128.6,185.38,254.92
NYC_2011,47.0,47.86,M,303.6333,268.9667,60.02,127.98,185.37,253.62
NYC_2011,43.0,43.09,F,302.6167,268.9667,62.98,133.58,190.65,255.63
NYC_2011,41.0,41.01,M,303.75,268.9667,59.75,124.55,179.13,252.35
NYC_2011,27.0,27.65,F,302.3333,268.9667,57.07,123.67,180.2,255.55
NYC_2011,29.0,29.28,F,330.0,268.9667,62.4,131.35,0.0,0.0
NYC_2011,60.0,60.12,M,302.3667,268.9667,55.95,119.63,179.03,254.0
NYC_2011,29.0,29.05,F,331.25,268.9833,62.65,131.85,188.6,254.9
NYC_2011,34.0,34.38,F,332.1167,268.9833,64.18,136.02,193.12,256.03
NYC_2011,36.0,36.62,F,330.6667,268.9833,55.28,124.45,184.68,255.12
NYC_2011,53.0,53.05,M,303.65,268.9833,60.03,127.98,185.37,253.63
NYC_2011,44.0,44.52,F,336.2333,268.9833,61.32,131.18,186.58,254.37
NYC_2011,44.0,44.28,M,269.0,269.0,0.0,0.0,0.0,0.0
NYC_2011,38.0,38.92,M,301.3667,269.0,61.3,129.3,184.67,252.98
NYC_2011,36.0,36.1,F,330.0,269.0,60.87,131.0,188.32,256.52
NYC_2011,45.0,45.07,M,329.4667,269.0,60.92,129.87,186.8,254.03
NYC_2011,28.0,28.43,M,303.9,269.0,50.2,109.4,170.8,251.65
NYC_2011,41.0,41.39,F,332.1833,269.0,62.27,133.7,192.28,256.33
NYC_2011,23.0,23.45,F,334.1,269.0167,66.78,137.12,193.82,256.03
NYC_2011,28.0,28.17,F,271.8667,269.0167,56.67,121.4,178.95,254.27
NYC_2011,50.0,50.49,M,301.3667,269.0167,61.3,129.28,184.67,253.2
NYC_2011,38.0,38.51,M,273.65,269.0167,60.97,126.73,182.2,253.93
NYC_2011,51.0,51.74,F,304.2,269.0167,58.63,126.33,183.85,254.1
NYC_2011,51.0,51.82,F,304.3167,269.0167,60.52,128.43,185.15,254.5
NYC_2011,62.0,62.64,F,334.3167,269.0167,62.02,130.02,186.53,253.9
NYC_2011,47.0,47.74,M,334.8667,269.0167,56.32,117.12,172.9,254.02
NYC_2011,52.0,52.17,M,270.55,269.0167,58.32,122.63,176.68,252.45
NYC_2011,59.0,59.57,M,302.2333,269.0333,59.05,126.57,183.78,254.92
NYC_2011,25.0,25.03,M,330.2167,269.0333,53.15,114.85,178.95,253.98
NYC_2011,36.0,36.55,M,300.5667,269.0333,57.43,124.8,185.32,254.9
NYC_2011,28.0,28.93,F,302.9833,269.05,61.58,131.63,188.5,254.97
NYC_2011,48.0,48.93,F,301.35,269.05,58.27,126.22,184.7,254.27
NYC_2011,41.0,41.74,F,333.6167,269.0667,63.4,132.3,188.4,255.3
NYC_2011,42.0,42.48,M,300.3833,269.0667,58.15,124.98,181.72,253.53
NYC_2011,61.0,61.76,M,334.1667,269.0667,61.62,132.02,189.17,254.97
NYC_2011,53.0,53.94,M,272.4167,269.0667,56.9,122.17,179.95,252.97
NYC_2011,47.0,47.17,M,329.3167,269.0667,55.22,121.03,181.33,254.3
NYC_2011,40.0,40.28,F,332.8833,269.0667,62.77,133.6,189.93,255.45
NYC_2011,41.0,41.61,M,299.75,269.0667,55.3,118.67,176.03,254.45
NYC_2011,48.0,48.76,M,301.7833,269.0667,58.83,130.45,186.1,255.57
NYC_2011,42.0,42.91,F,301.75,269.0667,60.87,131.77,189.28,255.48
NYC_2011,42.0,42.54,M,329.65,269.0667,59.7,127.95,186.3,254.43
NYC_2011,54.0,54.32,M,333.1333,269.0667,61.63,132.45,189.2,254.92
NYC_2011,35.0,35.45,M,272.0833,269.0667,52.2,113.83,174.03,253.15
NYC_2011,51.0,51.88,F,269.6833,269.0833,51.33,116.0,176.0,253.92
NYC_2011,51.0,51.05,M,300.8333,269.0833,63.05,131.5,187.62,255.93
NYC_2011,44.0,44.06,M,300.5167,269.0833,56.0,119.28,172.9,250.58
NYC_2011,64.0,64.59,M,329.7333,269.0833,55.08,118.92,176.93,253.38
NYC_2011,30.0,30.66,M,299.4333,269.0833,54.08,119.88,183.27,254.0
NYC_2011,37.0,37.24,M,304.4333,269.0833,54.12,118.18,179.5,254.62
NYC_2011,52.0,52.13,F,303.9167,269.0833,57.05,123.8,182.77,253.7
NYC_2011,42.0,42.53,M,329.6333,269.0833,59.7,127.97,185.97,254.47
NYC_2011,34.0,34.63,M,331.3333,269.1,59.57,127.03,183.12,254.63
NYC_2011,37.0,37.21,F,331.6167,269.1,64.3,132.4,188.05,255.5
NYC_2011,35.0,35.97,F,331.1833,269.1,58.98,122.48,175.93,253.07
NYC_2011,39.0,39.48,M,302.4167,269.1167,56.02,122.5,178.82,252.9
NYC_2011,53.0,53.57,F,329.6,269.1167,57.95,123.87,183.5,253.93
NYC_2011,30.0,30.69,F,335.0333,269.1167,61.45,132.6,189.4,254.97
NYC_2011,55.0,55.62,F,332.2833,269.1167,58.98,128.38,186.58,255.03
NYC_2011,49.0,49.78,F,329.5833,269.1167,57.97,123.88,183.5,253.95
NYC_2011,56.0,56.76,M,304.05,269.1167,57.7,123.08,178.85,254.28
NYC_2011,38.0,38.07,F,299.5833,269.1167,52.72,116.68,177.18,254.8
NYC_2011,33.0,33.56,M,329.9333,269.1167,54.48,118.87,178.1,253.53
NYC_2011,44.0,44.19,F,331.25,269.1167,65.45,134.2,189.87,254.73
NYC_2011,39.0,39.8,F,304.05,269.1333,57.72,123.08,178.9,254.32
NYC_2011,26.0,26.39,F,301.1167,269.1333,60.12,128.02,185.38,254.45
NYC_2011,43.0,43.05,F,303.0333,269.1333,57.33,125.1,180.37,252.28
NYC_2011,40.0,40.06,F,329.8167,269.1333,63.28,0.0,0.0,0.0
NYC_2011,26.0,26.36,F,331.5,269.1333,63.95,134.07,191.07,255.13
NYC_2011,50.0,50.85,M,301.7,269.1333,53.9,115.82,170.92,250.65
NYC_2011,47.0,47.71,M,330.85,269.1333,62.42,134.72,191.43,255.57
NYC_2011,45.0,45.92,F,332.3,269.15,59.5,130.1,189.0,255.97
NYC_2011,42.0,42.71,M,329.3167,269.15,50.17,112.72,174.2,253.1
NYC_2011,37.0,37.38,M,300.4167,269.15,60.37,133.8,193.43,255.55
NYC_2011,29.0,29.04,M,304.5833,269.15,59.62,129.43,187.73,255.53
NYC_2011,44.0,44.71,M,299.6667,269.1667,59.77,128.12,183.72,254.37
NYC_2011,46.0,46.18,F,329.3167,269.1667,54.57,118.13,175.33,253.07
NYC_2011,43.0,43.81,F,302.7167,269.1667,59.4,126.72,184.48,254.97
NYC_2011,49.0,49.4,M,301.7333,269.1667,53.92,115.82,170.93,250.73
NYC_2011,38.0,38.25,F,329.3667,269.1667,55.2,121.08,179.58,254.45
NYC_2011,56.0,56.91,M,304.6667,269.1667,59.47,129.18,184.83,254.38
NYC_2011,60.0,60.66,M,334.4167,269.1667,62.15,130.67,185.28,255.07
NYC_2011,46.0,46.22,M,303.1667,269.1833,57.27,122.08,182.73,254.82
NYC_2011,26.0,26.44,M,332.35,269.1833,56.3,120.77,178.47,253.72
NYC_2011,47.0,47.54,M,270.9,269.1833,61.18,129.1,186.03,254.65
NYC_2011,39.0,39.89,F,270.5333,269.1833,57.93,126.08,183.58,254.07
NYC_2011,53.0,53.33,M,330.6833,269.1833,63.92,133.17,190.18,255.32
NYC_2011,34.0,34.09,M,333.65,269.1833,60.05,124.9,179.63,253.03
NYC_2011,38.0,38.83,M,332.9833,269.1833,56.95,118.35,173.78,251.83
NYC_2011,38.0,38.29,M,300.3667,269.1833,57.72,125.03,181.15,253.73
NYC_2011,28.0,28.44,F,333.9667,269.1833,62.6,132.05,189.68,255.63
NYC_2011,39.0,39.75,M,300.35,269.1833,54.23,115.12,176.52,254.55
NYC_2011,28.0,28.02,M,271.5333,269.1833,51.5,114.05,173.67,255.18
NYC_2011,35.0,36.0,M,302.5167,269.2,53.45,112.43,162.5,251.98
NYC_2011,56.0,56.33,F,303.3833,269.2,62.43,0.0,0.0,0.0
NYC_2011,40.0,40.55,M,330.5667,269.2,60.98,129.35,187.62,255.5
NYC_2011,64.0,64.21,M,329.6833,269.2,61.65,131.12,187.95,254.67
NYC_2011,37.0,37.68,M,334.0833,269.2,61.17,129.78,185.63,254.87
NYC_2011,39.0,39.84,M,332.3333,269.2,62.17,134.17,191.53,256.8
NYC_2011,48.0,48.24,M,329.5,269.2,61.87,131.23,189.02,254.2
NYC_2011,30.0,30.61,F,332.2333,269.2,58.1,123.62,183.27,255.68
NYC_2011,36.0,36.09,F,299.5833,269.2,55.8,122.93,183.2,253.83
NYC_2011,57.0,57.67,M,330.9833,269.2,62.8,130.58,185.8,254.13
NYC_2011,26.0,26.02,F,331.3,269.2167,59.55,128.5,186.55,255.13
NYC_2011,47.0,47.13,M,329.5,269.2167,61.9,131.25,188.87,254.18
NYC_2011,33.0,33.18,F,329.5,269.2167,61.9,131.25,189.05,254.2
NYC_2011,36.0,36.88,F,336.6,269.2167,58.05,129.57,189.75,256.42
NYC_2011,42.0,42.55,M,304.1833,269.2167,54.62,120.87,181.4,254.17
NYC_2011,36.0,36.94,M,331.2333,269.2167,60.07,128.38,185.0,254.48
NYC_2011,50.0,50.41,F,332.8833,269.2167,58.27,124.57,182.77,254.2
NYC_2011,42.0,42.22,M,299.8667,269.2167,51.82,111.63,163.38,250.63
NYC_2011,48.0,48.45,M,329.9,269.2167,58.38,124.42,182.5,254.48
NYC_2011,53.0,53.65,M,329.85,269.2333,62.12,133.63,193.08,256.53
NYC_2011,58.0,58.3,F,329.5167,269.2333,61.92,131.27,188.9,254.23
NYC_2011,40.0,40.29,F,330.7833,269.25,59.78,125.93,183.92,255.12
NYC_2011,36.0,36.38,M,302.25,269.25,52.13,112.1,168.78,253.68
NYC_2011,43.0,43.16,F,302.9,269.25,54.48,118.43,175.08,252.73
NYC_2011,32.0,32.79,M,302.1333,269.25,55.05,123.03,184.12,255.15
NYC_2011,57.0,57.45,F,304.7333,269.25,54.75,120.93,184.93,255.48
NYC_2011,54.0,54.4,M,303.1833,269.25,57.32,122.13,182.78,254.88
NYC_2011,43.0,43.04,M,271.9167,269.25,52.97,114.67,175.88,253.08
NYC_2011,42.0,42.24,M,272.8167,269.25,57.35,123.3,182.1,255.1
NYC_2011,26.0,26.73,F,301.6333,269.2667,57.35,121.92,179.6,253.63
NYC_2011,46.0,46.93,M,302.8667,269.2667,53.8,115.17,171.63,251.0
NYC_2011,51.0,51.19,M,301.7,269.2667,56.72,119.2,181.47,254.5
NYC_2011,46.0,46.78,F,301.5833,269.2667,59.68,127.28,183.88,255.2
NYC_2011,32.0,32.91,M,271.7333,269.2667,52.82,114.02,170.32,253.77
NYC_2011,60.0,60.38,M,302.1333,269.2667,56.63,120.25,177.78,253.38
NYC_2011,25.0,25.84,M,300.8,269.2667,55.58,116.47,167.93,247.67
NYC_2011,44.0,44.54,M,301.7167,269.2667,61.92,128.4,183.73,253.37
NYC_2011,31.0,31.75,M,330.9,269.2667,60.5,127.1,185.15,255.13
NYC_2011,69.0,69.48,M,332.9667,269.2667,57.48,123.72,183.15,254.9
NYC_2011,29.0,29.17,F,330.9,269.2833,61.55,131.97,187.97,255.13
NYC_2011,33.0,33.73,F,334.4833,269.2833,62.15,130.57,190.1,255.68
NYC_2011,40.0,40.34,M,303.5667,269.2833,60.92,129.93,187.9,253.78
NYC_2011,39.0,39.98,F,300.6,269.2833,55.45,119.98,175.68,253.23
NYC_2011,29.0,29.29,F,330.9,269.2833,61.55,131.97,187.97,255.13
NYC_2011,44.0,44.03,M,331.65,269.2833,57.85,121.9,178.28,253.47
NYC_2011,49.0,49.47,M,299.5333,269.3,53.42,115.38,176.42,256.95
NYC_2011,37.0,37.04,F,330.3,269.3,58.43,123.32,180.6,253.6
NYC_2011,51.0,51.85,F,302.15,269.3,59.82,128.08,184.53,254.62
NYC_2011,53.0,53.0,M,299.8833,269.3,61.62,131.33,188.6,255.23
NYC_2011,42.0,42.25,F,305.9333,269.3,55.47,119.52,176.22,252.3
NYC_2011,38.0,38.08,M,304.2,269.3167,59.82,123.47,179.17,255.72
NYC_2011,28.0,28.44,M,300.1333,269.3167,52.62,113.33,172.53,253.55
NYC_2011,47.0,47.85,M,305.9167,269.3167,55.48,119.58,178.05,254.63
NYC_2011,50.0,50.6,F,300.0333,269.3167,56.53,123.1,181.93,254.33
NYC_2011,42.0,42.24,M,272.6,269.3167,52.77,115.17,173.4,253.32
NYC_2011,33.0,33.92,M,299.6833,269.3333,56.0,119.23,178.67,254.13
NYC_2011,31.0,31.5,F,330.0833,269.3333,57.07,123.4,183.33,254.27
NYC_2011,33.0,33.96,M,272.1167,269.3333,55.35,118.77,174.38,253.67
NYC_2011,46.0,46.84,M,270.7833,269.3333,54.33,120.32,183.35,255.95
NYC_2011,40.0,40.66,M,334.3167,269.3333,61.27,130.08,187.83,257.05
NYC_2011,31.0,31.11,M,271.1333,269.3333,53.47,117.92,176.0,253.38
NYC_2011,44.0,44.48,F,330.7333,269.35,59.1,124.6,182.97,254.5
NYC_2011,35.0,35.18,M,304.05,269.35,57.93,122.02,180.68,256.0
NYC_2011,65.0,66.0,M,302.8,269.35,60.03,126.33,184.13,254.62
NYC_2011,29.0,29.81,F,273.7167,269.3667,55.02,118.18,172.58,256.18
NYC_2011,45.0,45.36,M,331.7,269.3667,61.07,127.1,184.98,254.38
NYC_2011,40.0,40.41,F,302.6833,269.3667,57.42,124.85,183.32,255.05
NYC_2011,39.0,39.21,M,330.25,269.3667,58.7,126.83,189.58,255.75
NYC_2011,27.0,27.13,F,300.6333,269.3667,59.48,127.08,186.2,254.97
NYC_2011,45.0,45.77,M,274.0667,269.3667,60.38,129.62,188.35,255.05
NYC_2011,34.0,34.62,M,333.7,269.3667,59.28,123.07,179.92,254.43
NYC_2011,52.0,52.69,F,269.5833,269.3667,53.18,116.82,173.95,251.55
NYC_2011,30.0,30.72,F,302.5,269.3833,55.75,121.05,181.8,253.45
NYC_2011,29.0,29.27,F,273.7167,269.3833,55.03,118.2,172.58,256.18
NYC_2011,43.0,43.19,F,300.1333,269.3833,57.23,121.32,176.98,252.95
NYC_2011,25.0,25.56,F,302.6167,269.4,55.2,121.93,178.33,253.6
NYC_2011,73.0,73.42,M,299.6333,269.4,54.55,120.6,180.85,255.3
NYC_2011,35.0,35.83,M,330.0,269.4,50.38,115.68,176.32,252.48
NYC_2011,49.0,49.96,M,300.45,269.4,53.2,112.82,168.0,247.17
NYC_2011,40.0,40.13,F,304.0667,269.4,55.42,123.05,182.42,256.4
NYC_2011,48.0,48.0,M,304.9167,269.4,61.52,128.15,186.12,255.32
NYC_2011,33.0,33.23,M,274.1,269.4,55.85,119.12,181.87,254.63
NYC_2011,45.0,45.48,F,302.6667,269.4,57.93,125.48,184.37,254.98
NYC_2011,41.0,41.77,F,331.25,269.4,63.23,134.28,191.38,256.37
NYC_2011,24.0,24.22,F,302.6167,269.4,55.18,121.92,178.22,253.6
NYC_2011,31.0,31.78,M,301.7667,269.4,55.28,115.77,174.4,252.12
NYC_2011,34.0,34.27,M,302.1833,269.4167,61.3,131.35,183.77,256.67
NYC_2011,49.0,49.55,F,334.45,269.4167,65.77,135.35,191.67,256.1
NYC_2011,26.0,26.33,F,270.25,269.4167,59.12,125.52,186.23,255.45
NYC_2011,24.0,24.34,M,273.3333,269.4167,53.42,118.78,180.87,254.82
NYC_2011,28.0,28.94,M,301.1833,269.4167,62.7,132.6,189.87,256.08
NYC_2011,34.0,34.62,M,301.2,269.4167,56.08,119.68,181.35,255.87
NYC_2011,21.0,21.82,M,273.3167,269.4167,53.42,112.3,155.07,209.37
NYC_2011,29.0,29.93,F,331.85,269.4333,61.87,131.5,189.0,255.4
NYC_2011,46.0,46.72,M,333.8667,269.4333,61.03,129.62,186.6,254.75
NYC_2011,26.0,26.54,F,332.7,269.4333,61.3,130.12,185.15,254.6
NYC_2011,69.0,69.87,M,333.1167,269.4333,59.77,128.7,186.88,255.08
NYC_2011,51.0,51.13,M,270.9167,269.4333,53.92,118.33,181.47,254.7
NYC_2011,51.0,51.77,M,334.45,269.4333,67.57,140.1,194.2,256.12
NYC_2011,41.0,41.32,M,333.75,269.45,61.4,126.07,182.1,255.15
NYC_2011,43.0,43.72,F,304.9667,269.45,61.53,128.17,186.1,255.3
NYC_2011,39.0,39.88,M,304.35,269.45,59.82,123.47,179.18,255.7
NYC_2011,42.0,42.76,M,274.0333,269.45,53.03,114.48,171.62,253.95
NYC_2011,34.0,34.08,F,333.0,269.45,64.03,134.45,190.95,256.65
NYC_2011,37.0,37.39,M,303.3667,269.45,52.82,117.92,180.03,252.97
NYC_2011,46.0,46.95,M,271.0833,269.45,48.53,109.72,172.72,254.38
NYC_2011,28.0,28.85,F,329.6833,269.4667,57.48,125.83,187.52,254.47
NYC_2011,32.0,32.44,M,336.3333,269.4667,60.17,128.95,185.28,254.88
NYC_2011,46.0,46.36,F,336.55,269.4667,63.37,132.7,189.9,256.23
NYC_2011,32.0,32.28,M,303.8333,269.4667,54.92,117.17,176.02,253.17
NYC_2011,39.0,39.38,F,330.1333,269.4667,60.92,131.08,188.45,255.18
NYC_2011,26.0,26.33,F,300.35,269.4833,56.25,120.02,176.32,253.55
NYC_2011,49.0,49.38,F,300.9833,269.4833,60.47,131.3,190.77,255.22
NYC_2011,34.0,34.0,M,271.95,269.4833,56.28,127.45,182.97,253.98
NYC_2011,54.0,54.19,M,300.9833,269.4833,60.82,131.32,190.77,255.2
NYC_2011,35.0,35.94,F,330.9833,269.4833,54.05,121.17,179.52,255.03
NYC_2011,42.0,42.11,M,303.5833,269.5,63.88,137.7,195.48,255.48
NYC_2011,28.0,28.09,F,331.3667,269.5,60.58,128.72,187.73,256.03
NYC_2011,67.0,67.06,M,299.9,269.5,53.13,115.98,172.9,254.13
NYC_2011,41.0,41.46,M,333.7667,269.5,61.62,131.23,188.33,256.03
NYC_2011,45.0,45.78,F,300.5667,269.5,58.53,127.47,189.25,255.98
NYC_2011,40.0,40.85,M,301.8167,269.5,61.13,130.48,188.67,255.5
NYC_2011,28.0,28.29,F,330.5667,269.5167,59.45,125.02,180.07,253.87
NYC_2011,33.0,33.33,M,302.7167,269.5167,59.62,122.38,176.15,253.28
NYC_2011,70.0,70.74,M,272.6,269.5167,53.15,114.03,167.05,249.03
NYC_2011,57.0,57.49,M,335.0,269.5167,0.0,122.78,0.0,0.0
NYC_2011,30.0,30.63,F,304.4333,269.5167,60.0,127.42,185.92,254.95
NYC_2011,51.0,51.35,F,301.0,269.5167,60.52,131.32,190.8,255.23
NYC_2011,29.0,29.14,F,301.75,269.5167,59.87,127.85,185.23,255.18
NYC_2011,40.0,40.28,M,336.6333,269.5167,62.48,132.48,187.47,255.58
NYC_2011,32.0,32.07,M,333.0667,269.5167,65.6,134.88,191.7,255.72
NYC_2011,54.0,54.23,M,335.7833,269.5167,62.77,133.72,188.93,254.4
NYC_2011,36.0,36.82,M,301.0,269.5333,58.83,125.55,183.68,255.43
NYC_2011,31.0,31.54,M,330.7833,269.5333,53.43,113.87,168.63,254.17
NYC_2011,44.0,44.67,M,306.2,269.5333,55.15,119.32,179.15,255.63
NYC_2011,44.0,44.28,F,333.0333,269.5333,61.07,128.63,185.72,255.25
NYC_2011,58.0,58.43,M,335.95,269.5333,61.57,135.28,193.52,256.38
NYC_2011,38.0,38.78,M,303.0167,269.5333,61.58,129.32,186.05,255.58
NYC_2011,49.0,49.72,F,333.0333,269.5333,61.07,128.63,185.72,255.23
NYC_2011,43.0,43.87,M,301.0,269.5333,58.83,125.55,183.68,255.43
NYC_2011,25.0,25.87,F,302.95,269.5333,63.27,131.23,188.47,255.45
NYC_2011,38.0,38.19,M,331.15,269.5333,58.97,125.17,185.03,255.37
NYC_2011,24.0,24.95,M,330.8333,269.5333,55.85,116.68,175.03,254.4
NYC_2011,70.0,70.99,M,303.5167,269.55,55.95,120.03,175.6,253.43
NYC_2011,53.0,53.08,M,329.6333,269.55,59.52,132.05,188.1,255.68
NYC_2011,46.0,46.93,M,302.65,269.55,60.12,131.92,189.9,256.13
NYC_2011,35.0,35.37,F,333.4667,269.55,62.83,134.4,190.08,256.07
NYC_2011,36.0,36.04,M,302.65,269.55,60.13,131.93,189.9,256.15
NYC_2011,54.0,54.44,M,302.65,269.5667,62.97,134.02,190.27,256.15
